ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType,Link_1
2135,,"Vice-President (unremunerated) of the Local Government Association, which works with councils to support, promote and improve local government.",2020-01-10,2024-07-12,2024-07-11,Miscellaneous,Catherine West,4523,09/10/2020,11/07/2024,,"Vice-President (unremunerated) of the Local Government Association, which works with councils to support, promote and improve local government.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2135
2136,,Trustee of the Liverpool School of Tropical Medicine. This is an unpaid role.,2022-10-25,2024-07-12,,Miscellaneous,Catherine West,4523,30/09/2022,10/07/2024,,Trustee of the Liverpool School of Tropical Medicine. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2136
5958,,Director of the board of Scarlets Regional Ltd. This is an unpaid role.,2024-07-09,2024-07-12,,Miscellaneous,Tonia Antoniazzi,4623,15/05/2024,,,Director of the board of Scarlets Regional Ltd. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5958
6198,,Unpaid Director of The Britain Project.,2024-07-12,2024-07-12,,Miscellaneous,Monica Harding,5299,,,,Unpaid Director of The Britain Project.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6198
6014,,Trustee of Earlybirds Playgroup. This is an unpaid role.,2024-07-10,2024-07-12,,Miscellaneous,Matt Bishop,5323,,,,Trustee of Earlybirds Playgroup. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6014
6088,,Trustee of Broadstone Youth Club. This is an unpaid role.,2024-07-11,2024-07-12,,Miscellaneous,Vikki Slade,5327,05/07/2024,,,Trustee of Broadstone Youth Club. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6088
2646,,"Chair of Labour Digital, a members' association for those with an interest in technology. This was an unpaid role.",2023-04-03,2024-07-12,2024-07-12,Miscellaneous,Darren Jones,4621,,11/10/2023,,"Chair of Labour Digital, a members' association for those with an interest in technology. This was an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2646
6017,,Trustee of Razed Roof an Inclusive theatre company. This is an unpaid role.,2024-07-10,2024-07-12,,Miscellaneous,Chris Vince,5237,05/07/2024,,,Trustee of Razed Roof an Inclusive theatre company. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6017
6206,,Internal Audit Manager at Severn Trent plc. This is an unpaid role. (Prior to the General Election I held a remunerated post with Severn Trent plc.),2024-07-12,2024-07-12,,Miscellaneous,Mr Peter Bedford,5330,,31/07/2024,,Internal Audit Manager at Severn Trent plc. This is an unpaid role. (Prior to the General Election I held a remunerated post with Severn Trent plc.),Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6206
6061,,Trustee National Education Museum. This is an unpaid role.,2024-07-12,2024-07-12,,Miscellaneous,Amanda Martin,5294,,,,Trustee National Education Museum. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6061
1651,,Foundation Director to the Cardinal Newman Catholic Educational Trust. This is an unpaid role.,2023-03-30,2024-07-11,,Miscellaneous,Darren Jones,4621,20/03/2023,05/07/2024,,Foundation Director to the Cardinal Newman Catholic Educational Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1651
1719,,A trustee of Rhondda Arts Festival in Treorchy (RAFT). This is an unpaid role.,2020-08-17,2024-07-11,2023-02-27,Miscellaneous,Chris Bryant,1446,01/07/2022,01/01/2024,,A trustee of Rhondda Arts Festival in Treorchy (RAFT). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1719
6101,,Trustee of Pan Together,2024-07-11,2024-07-11,,Miscellaneous,Mr Richard Quigley,5144,,,,Trustee of Pan Together,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6101
1720,,A Member of the National Institute for Healthcare Research (NIHR) Brain Injury MedTech Co-operative Advisory Board. This is an unpaid role.,2022-10-19,2024-07-11,,Miscellaneous,Chris Bryant,1446,13/10/2022,07/07/2024,,A Member of the National Institute for Healthcare Research (NIHR) Brain Injury MedTech Co-operative Advisory Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1720
6129,,Honorary Director Reach Community Solar Farm Ltd. This is an unpaid role.,2024-07-11,2024-07-11,,Miscellaneous,Charlotte Cane,5182,,,,Honorary Director Reach Community Solar Farm Ltd. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6129
6187,,"Trustee of Friends of the Towans, Hayle. This is an unpaid role.",2024-07-11,2024-07-11,,Miscellaneous,Andrew George,227,,,,"Trustee of Friends of the Towans, Hayle. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6187
6128,,Trustee of the Brian David Hilton Will Trust (which owns a residential property in Ely with no financial benefit). This is an unpaid role.,2024-07-11,2024-07-11,,Miscellaneous,Charlotte Cane,5182,,,,Trustee of the Brian David Hilton Will Trust (which owns a residential property in Ely with no financial benefit). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6128
6100,,Trustee of The Footprint Trust (Isle of Wight). This is an unpaid role.,2024-07-11,2024-07-11,,Miscellaneous,Mr Richard Quigley,5144,,,,Trustee of The Footprint Trust (Isle of Wight). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6100
6144,,Chair of Oxfordshire Co-operative Party branch. This is an unpaid role.,2024-07-11,2024-07-11,,Miscellaneous,Sean Woodcock,5328,,06/07/2024,,Chair of Oxfordshire Co-operative Party branch. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6144
6117,,Trustee of Curborough Community Association CIO. This is an unpaid role.,2024-07-11,2024-07-11,,Miscellaneous,Dave Robertson,5126,,22/07/2024,,Trustee of Curborough Community Association CIO. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6117
6089,,Trustee of Broadstone Neighbourhood Forum. This is an unpaid role.,2024-07-10,2024-07-11,,Miscellaneous,Vikki Slade,5327,05/07/2024,,,Trustee of Broadstone Neighbourhood Forum. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6089
6103,,Non-Executive Director of Wrekin Housing Group.,2024-07-11,2024-07-11,,Miscellaneous,Shaun Davies,5041,,,,Non-Executive Director of Wrekin Housing Group.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/6103
6173,,Governor of the Royal Berkshire Hospital NHS Foundation Trust. This is an unpaid role.,2024-07-11,2024-07-11,,Miscellaneous,Clive Jones,5207,05/07/2024,,,Governor of the Royal Berkshire Hospital NHS Foundation Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6173
6018,,Member of NEC of the Cooperative Party. This is an unpaid role.,2024-07-10,2024-07-10,,Miscellaneous,Chris Vince,5237,,,,Member of NEC of the Cooperative Party. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6018
6011,,Trustee of the Redhills CIO  Charity based in Durham. This is an unpaid role.,2024-07-10,2024-07-10,,Miscellaneous,Chris McDonald,5116,,,,Trustee of the Redhills CIO  Charity based in Durham. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6011
6059,,Member of the Bar Council. This is an unpaid role.,2024-07-10,2024-07-10,,Miscellaneous,Ayoub Khan,5357,,,,Member of the Bar Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6059
6060,,Trustee treasurer of Loaves of Love (a constituted community group). This is an unpaid role.,2024-07-10,2024-07-10,,Miscellaneous,Amanda Martin,5294,,,,Trustee treasurer of Loaves of Love (a constituted community group). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6060
6065,,Member of Portsmouth Supporters Trust Board. This is an unpaid role.,2024-07-10,2024-07-10,,Miscellaneous,Amanda Martin,5294,,,,Member of Portsmouth Supporters Trust Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6065
6039,,Member of the Veterans Advisory and Pensions Committee (West Midlands). This is an unpaid role.,2024-07-10,2024-07-10,,Miscellaneous,Dr Neil Shastri-Hurst,5197,,,,Member of the Veterans Advisory and Pensions Committee (West Midlands). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6039
6063,,Trustee of STEMunity. This is an unpaid role.,2024-07-10,2024-07-10,,Miscellaneous,Amanda Martin,5294,,,,Trustee of STEMunity. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6063
1721,,A trustee of the History of Parliament Trust. This is an unpaid role.,2023-02-27,2024-07-08,2024-07-08,Miscellaneous,Chris Bryant,1446,31/12/2020,01/10/2023,,A trustee of the History of Parliament Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1721
5928,,"As part of a free bet, £250 was paid to a charity nominated by me.",2024-05-28,2024-05-28,,Miscellaneous,Kevin Hollinrake,4474,03/05/2024,,Betting and Gaming Council,"As part of a free bet, £250 was paid to a charity nominated by me.",Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/5928
5932,,I am a bank signatory for Community Unity Limited. This is an unpaid role.,2024-05-28,2024-05-28,,Miscellaneous,Jeremy Corbyn,185,27/02/2024,,,I am a bank signatory for Community Unity Limited. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5932
5890,,Member of the Blackpool Towns Board. This is an unpaid role.,2024-05-24,2024-05-24,,Miscellaneous,Chris Webb,5025,03/05/2024,,,Member of the Blackpool Towns Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5890
5853,,"Trustee of CWUHA, a children's humanitarian charity. This is an unpaid role.",2024-05-23,2024-05-23,,Miscellaneous,Chris Webb,5025,,,,"Trustee of CWUHA, a children's humanitarian charity. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5853
5854,,"Chair and trustee of Counselling in the Community, a mental health charity. This is an unpaid role.",2024-05-23,2024-05-23,,Miscellaneous,Chris Webb,5025,,03/05/2024,,"Chair and trustee of Counselling in the Community, a mental health charity. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5854
5842,,Member of the Town Board for Cwmbran in my capacity as the local MP. This is an unpaid role.,2024-05-21,2024-05-22,,Miscellaneous,Nick Thomas-Symonds,4479,08/05/2024,,,Member of the Town Board for Cwmbran in my capacity as the local MP. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5842
2104,,"A trustee of the Albany Theatre, Coventry. This is an unpaid role.",2020-07-09,2024-05-13,2024-05-13,Miscellaneous,Zarah Sultana,4786,06/07/2020,09/05/2024,,"A trustee of the Albany Theatre, Coventry. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2104
5637,,Voluntary Advisory Council Member of the Centre for Long Term Resilience. I consulted ACOBA about this unpaid role.,2024-05-07,2024-05-13,,Miscellaneous,George Freeman,4020,06/05/2024,,,Voluntary Advisory Council Member of the Centre for Long Term Resilience. I consulted ACOBA about this unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5637
5636,,"Member of Science Superpower Steering Group at UK Onward, an independent, not-for-profit Think Tank. I consulted ACOBA about this unpaid role.",2024-05-07,2024-05-13,,Miscellaneous,George Freeman,4020,26/04/2024,,,"Member of Science Superpower Steering Group at UK Onward, an independent, not-for-profit Think Tank. I consulted ACOBA about this unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5636
5696,,Member of the Steering Group of the Institute for Government Academy. This is an unpaid role.,2024-05-09,2024-05-09,,Miscellaneous,Dame Meg Hillier,1524,07/05/2024,,,Member of the Steering Group of the Institute for Government Academy. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5696
5635,,"Strategic Adviser at The Centre for MC, a not for profit industry membership organisation focused on clinical research and development of cannabinoid pharmaceuticals and healthcare products. I consulted ACOBA about this role; it is currently unpaid.",2024-05-07,2024-05-09,,Miscellaneous,George Freeman,4020,06/04/2024,,,"Strategic Adviser at The Centre for MC, a not for profit industry membership organisation focused on clinical research and development of cannabinoid pharmaceuticals and healthcare products. I consulted ACOBA about this role; it is currently unpaid.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5635
5687,,"Trustee of Friends of Fairfield Play Park, a registered charity that is seeking to establish a play park in the Fairfield Community for the benefit of residents and their children. This is an unpaid role.",2024-05-09,2024-05-09,,Miscellaneous,Matt Vickers,4844,01/05/2024,,,"Trustee of Friends of Fairfield Play Park, a registered charity that is seeking to establish a play park in the Fairfield Community for the benefit of residents and their children. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5687
5654,,"Trustee of the PCPF Pension scheme, which oversees the pension fund for members and former members of the UK House of Commons. This is an unpaid role.",2024-05-08,2024-05-08,,Miscellaneous,Dame Meg Hillier,1524,15/10/2020,,,"Trustee of the PCPF Pension scheme, which oversees the pension fund for members and former members of the UK House of Commons. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5654
5656,,"Member of the Advisory Board of Reform, a cross party think tank. This is an unpaid role.",2024-05-08,2024-05-08,,Miscellaneous,Dame Meg Hillier,1524,25/05/2021,,,"Member of the Advisory Board of Reform, a cross party think tank. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5656
5598,,Member of Newark Town Board. This is an unpaid role.,2024-05-03,2024-05-08,,Miscellaneous,Robert Jenrick,4320,12/04/2024,,,Member of Newark Town Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5598
5523,,Member of the London Regional Board of the Labour Party.,2024-04-26,2024-04-29,,Miscellaneous,Dame Meg Hillier,1524,21/03/2024,,,Member of the London Regional Board of the Labour Party.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/5523
5495,,"Executive Chair, International Finance Facility for Education (IFFED). This is an unpaid role.",2024-04-24,2024-04-25,,Miscellaneous,Sir Julian Smith,4118,27/03/2024,,,"Executive Chair, International Finance Facility for Education (IFFED). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/5495
5483,,"As part of a free bet, £250 was paid to a charity nominated by me.",2024-04-24,2024-04-24,,Miscellaneous,Stephanie Peacock,4607,18/04/2024,,Betting & Gaming Council,"As part of a free bet, £250 was paid to a charity nominated by me.",Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/5483
