ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType
3508,,Executive Member and President of the Board of Young Parliamentarians of the Inter-Parliamentary Union. This is an unpaid role.,01/11/2023,10/03/2024,,Miscellaneous,Dan Carden,4651,13/03/2023,,,Executive Member and President of the Board of Young Parliamentarians of the Inter-Parliamentary Union. This is an unpaid role.,Unpaid role
3516,,Member of the Mid Counties Coop Board. I received no remuneration for this role.,15/11/2023,10/03/2024,,Miscellaneous,Sarah Edwards,5001,,22/10/2023,,Member of the Mid Counties Coop Board. I received no remuneration for this role.,Unpaid role
3509,,Treasurer and Executive Member of the British Group of the Inter-Parliamentary Union. This is an unpaid role.,01/11/2023,10/03/2024,,Miscellaneous,Dan Carden,4651,30/11/2022,,,Treasurer and Executive Member of the British Group of the Inter-Parliamentary Union. This is an unpaid role.,Unpaid role
3544,,Executive Committee Member of the British American Parliamentary Group. This is an unpaid role.,04/01/2024,10/03/2024,,Miscellaneous,John Healey,400,12/07/2023,,,Executive Committee Member of the British American Parliamentary Group. This is an unpaid role.,Unpaid role
3498,,A Member of the British Group Inter-Parliamentary Union Executive Committee. This is an unpaid role.,17/11/2023,10/03/2024,,Miscellaneous,Bob Blackman,4005,30/11/2022,,,A Member of the British Group Inter-Parliamentary Union Executive Committee. This is an unpaid role.,Unpaid role
3526,,"At the direction of Lord Swraj Paul, the Trustees of the Aruna and Amrika Foundation donated £500,000 towards the cost of a new maternity unit at Northwick Park Hospital. Lord Paul had asked me to nominate an institution in my constituency to receive this donation.",07/11/2023,10/03/2024,,Miscellaneous,Barry Gardiner,146,14/10/2023,,The Aruna and Amrika Foundation,"At the direction of Lord Swraj Paul, the Trustees of the Aruna and Amrika Foundation donated £500,000 towards the cost of a new maternity unit at Northwick Park Hospital. Lord Paul had asked me to nominate an institution in my constituency to receive this donation.",Other
3532,,Advisory Board Member to the Friends of the British Overseas Territories. This is an unpaid role.,14/12/2023,09/03/2024,,Miscellaneous,Wendy Morton,4358,14/12/2023,,,Advisory Board Member to the Friends of the British Overseas Territories. This is an unpaid role.,Unpaid role
3554,,I hold share options in OakNorth Holdings Limited that are below the threshold for registration.,17/11/2023,09/03/2024,,Miscellaneous,Alistair Strathern,5000,,,,I hold share options in OakNorth Holdings Limited that are below the threshold for registration.,Other
3493,,A Member of the British Group Inter-Parliamentary Union Executive Committee. This is an unpaid role.,20/11/2023,09/03/2024,,Miscellaneous,Kim Johnson,4824,30/11/2022,,,A Member of the British Group Inter-Parliamentary Union Executive Committee. This is an unpaid role.,Unpaid role
3546,,A trustee of Epilepsy Scotland. This is an unpaid role.,01/11/2023,09/03/2024,,Miscellaneous,Michael Shanks,4998,,,,A trustee of Epilepsy Scotland. This is an unpaid role.,Unpaid role
3492,,"Director and Chairman of Beach Road Water Ltd, a non-profit company limited by guarantee. This is an unpaid role.",11/12/2023,09/03/2024,,Miscellaneous,Sir Bernard Jenkin,40,20/07/2011,,,"Director and Chairman of Beach Road Water Ltd, a non-profit company limited by guarantee. This is an unpaid role.",Unpaid role
3549,,Vice-Chair of the British Irish Parliamentary Assembly. This is an unpaid role.,07/12/2023,09/03/2024,16/01/2024,Miscellaneous,Karin Smyth,4444,28/07/2016,,,Vice-Chair of the British Irish Parliamentary Assembly. This is an unpaid role.,Unpaid role
3528,,"As part of a draw for MPs held by the Publisher’s Association, I received seventy children’s books with an approximate value of £900 to donate to schools and organisations in my constituency.",15/01/2024,09/03/2024,,Miscellaneous,Helen Morgan,4934,21/12/2023,,Publisher’s Association,"As part of a draw for MPs held by the Publisher’s Association, I received seventy children’s books with an approximate value of £900 to donate to schools and organisations in my constituency.",Financial interest or material benefit
3496,,A Member of the Executive Committee of the British Group of the Inter-Parliamentary Union. This is an unpaid role.,24/11/2023,09/03/2024,,Miscellaneous,Chris Law,4403,04/03/2020,,,A Member of the Executive Committee of the British Group of the Inter-Parliamentary Union. This is an unpaid role.,Unpaid role
3545,,A trustee of Interfaith Glasgow. This is an unpaid role.,01/11/2023,09/03/2024,,Miscellaneous,Michael Shanks,4998,,,,A trustee of Interfaith Glasgow. This is an unpaid role.,Unpaid role
3533,,Membership of the Executive Committee of the Commonwealth Parliament Association. This is an unpaid role.,11/12/2023,09/03/2024,,Miscellaneous,David Mundell,1512,28/01/2020,,,Membership of the Executive Committee of the Commonwealth Parliament Association. This is an unpaid role.,Unpaid role
3552,,"I returned an advance payment of £18,450 to Harper Collins because I am no longer writing the book for which the advance was received.",05/01/2024,09/03/2024,,Miscellaneous,Sir Keir Starmer,4514,20/12/2023,,,"I returned an advance payment of £18,450 to Harper Collins because I am no longer writing the book for which the advance was received.",Other
3541,,A trustee of Glasgow Disabled Scouts. This is an unpaid role.,01/11/2023,09/03/2024,,Miscellaneous,Michael Shanks,4998,,,,A trustee of Glasgow Disabled Scouts. This is an unpaid role.,Unpaid role
3540,,A member of General Teaching Council for Scotland. This is an unpaid role.,01/11/2023,09/03/2024,,Miscellaneous,Michael Shanks,4998,,,,A member of General Teaching Council for Scotland. This is an unpaid role.,Unpaid role
3535,,A Member of the British Group Interparliamentary Union Executive Committee. This is an unpaid role.,17/11/2023,09/03/2024,,Miscellaneous,Kate Osamor,4515,29/11/2022,29/11/2024,,A Member of the British Group Interparliamentary Union Executive Committee. This is an unpaid role.,Unpaid role
4803,,Solicitor (not practising),,01/03/2024,,Miscellaneous,Valerie Vaz,4076,,,,Solicitor (not practising),Unpaid role
4805,,Non-practising solicitor and notary public in Scotland.,22/10/2015,01/03/2024,09/11/2016,Miscellaneous,Alberto Costa,4439,31/10/2016,,,Non-practising solicitor and notary public in Scotland.,Unpaid role
4806,,Non-practising solicitor in England and Wales; member of the Law Society of England and Wales.,22/10/2015,01/03/2024,23/07/2019,Miscellaneous,Alberto Costa,4439,18/07/2019,,,Non-practising solicitor in England and Wales; member of the Law Society of England and Wales.,Unpaid role
2645,,"Chairman of Conservative Friends of Ukraine, an organisation which encourages links between the Conservative Party, the Ukrainian community in the United Kingdom and Ukraine. This is an unpaid role.",14/07/2022,29/12/2023,,Miscellaneous,Robert Jenrick,4320,11/07/2022,,,"Chairman of Conservative Friends of Ukraine, an organisation which encourages links between the Conservative Party, the Ukrainian community in the United Kingdom and Ukraine. This is an unpaid role.",Unpaid role
2647,,"Director of the New Conservatives Ltd, a company limited by guarantee which supports social policy research and political campaigning. This is an unpaid role.",12/07/2023,29/12/2023,,Miscellaneous,Danny Kruger,4858,05/05/2023,,,"Director of the New Conservatives Ltd, a company limited by guarantee which supports social policy research and political campaigning. This is an unpaid role.",Unpaid role
2678,,"Chairman of FTL Club, an unincorporated association with the purpose of fundraising for the political activities of the Conservative Member of Parliament/Conservative Parliamentary Candidate for Runnymede and Weybridge. This is an unpaid role.",12/09/2023,29/12/2023,,Miscellaneous,Dr Ben Spencer,4785,14/03/2023,,,"Chairman of FTL Club, an unincorporated association with the purpose of fundraising for the political activities of the Conservative Member of Parliament/Conservative Parliamentary Candidate for Runnymede and Weybridge. This is an unpaid role.",Unpaid role
2676,,Deputy Chairman of Conservative Way Forward. This is an unpaid role.,30/12/2019,29/12/2023,01/08/2022,Miscellaneous,Greg Smith,4778,11/07/2022,,,Deputy Chairman of Conservative Way Forward. This is an unpaid role.,Unpaid role
2634,,Member of the Co-operative Party National Executive Committee. This is an unpaid role.,25/02/2020,29/12/2023,,Miscellaneous,Preet Kaur Gill,4603,12/02/2020,,,Member of the Co-operative Party National Executive Committee. This is an unpaid role.,Formal role with a party organisation
2644,,"Director of Conservative Friends of America Ltd, an organisation which encourages links between the United Kingdom and the United States. This is an unpaid role.",14/07/2022,29/12/2023,,Miscellaneous,Robert Jenrick,4320,11/07/2022,,,"Director of Conservative Friends of America Ltd, an organisation which encourages links between the United Kingdom and the United States. This is an unpaid role.",Unpaid role
2682,,A Person with Significant Control of C&UCO Services Limited. This is an unpaid role.,20/09/2023,29/12/2023,,Miscellaneous,Rishi Sunak,4483,24/10/2022,,,A Person with Significant Control of C&UCO Services Limited. This is an unpaid role.,Formal role with a party organisation
2624,,"Chair of Labour Digital, a members' association for those with an interest in technology. This is an unpaid role.",19/10/2023,29/12/2023,,Miscellaneous,Alex Davies-Jones,4849,09/10/2023,,,"Chair of Labour Digital, a members' association for those with an interest in technology. This is an unpaid role.",Unpaid role
2641,,"Director of the Policy Research Unit, a not-for-profit pooled research service which assists Conservative MPs with their Parliamentary duties. This is an unpaid role.",25/11/2021,29/12/2023,,Miscellaneous,Rebecca Harris,3948,24/11/2021,,,"Director of the Policy Research Unit, a not-for-profit pooled research service which assists Conservative MPs with their Parliamentary duties. This is an unpaid role.",Unpaid role
2658,,"Chair of East and South East Asians for Labour, unpaid.",09/01/2020,29/12/2023,04/03/2021,Miscellaneous,Sarah Owen,4777,,,,"Chair of East and South East Asians for Labour, unpaid.",Unpaid role
2680,,A Person with Significant Control of C&UCO Properties. This is an unpaid role.,20/09/2023,29/12/2023,,Miscellaneous,Rishi Sunak,4483,24/10/2022,,,A Person with Significant Control of C&UCO Properties. This is an unpaid role.,Formal role with a party organisation
2618,,"Unpaid director of Conservative Union Research Unit Ltd, which will provide research and briefings to Members on topics related to strengthening the union of the United Kingdom.",29/07/2021,29/12/2023,,Miscellaneous,Andrew Bowie,4601,14/06/2021,,,"Unpaid director of Conservative Union Research Unit Ltd, which will provide research and briefings to Members on topics related to strengthening the union of the United Kingdom.",Unpaid role
2681,,A Person with Significant Control of C&UCO Management Limited. This is an unpaid role.,20/09/2023,29/12/2023,,Miscellaneous,Rishi Sunak,4483,24/10/2022,,,A Person with Significant Control of C&UCO Management Limited. This is an unpaid role.,Formal role with a party organisation
2684,,Chairman of the Conservative Friends of Afghanistan.,01/04/2019,29/12/2023,,Miscellaneous,Tom Tugendhat,4462,25/03/2019,,,Chairman of the Conservative Friends of Afghanistan.,Unpaid role
2659,,A Director of the Conservative Friends of America. This is an unpaid role.,11/01/2023,29/12/2023,,Miscellaneous,Priti Patel,4066,11/01/2023,,,A Director of the Conservative Friends of America. This is an unpaid role.,Unpaid role
2677,,"A director (unpaid) of Transform Labour Ltd (formally Transform Europe (Campaign) Ltd). This is a dormant company, limited by guarantee, which applied for dissolution on 28 June 2023.",28/07/2023,29/12/2023,,Miscellaneous,Alex Sobel,4658,02/07/2019,,,"A director (unpaid) of Transform Labour Ltd (formally Transform Europe (Campaign) Ltd). This is a dormant company, limited by guarantee, which applied for dissolution on 28 June 2023.",Unpaid role
2679,,A Person with Significant Control of the Conservative Party Foundation. This is an unpaid role.,20/09/2023,29/12/2023,,Miscellaneous,Rishi Sunak,4483,24/10/2022,,,A Person with Significant Control of the Conservative Party Foundation. This is an unpaid role.,Formal role with a party organisation
2685,,"Member of the Advisory Board at Lanistar Ltd. I will provide guidance, attend meetings and contribute ideas to the company for which I will receive shares which are currently under the registerable threshold. I consulted ACoBA about this appointment.",23/10/2023,29/12/2023,,Miscellaneous,Sir Gavin Williamson,4108,23/10/2023,,,"Member of the Advisory Board at Lanistar Ltd. I will provide guidance, attend meetings and contribute ideas to the company for which I will receive shares which are currently under the registerable threshold. I consulted ACoBA about this appointment.",Financial interest or material benefit
2655,,Member of the Co-operative Party National Executive Committee. This is an unpaid role.,21/05/2018,29/12/2023,,Miscellaneous,Jim McMahon,4569,01/05/2018,,,Member of the Co-operative Party National Executive Committee. This is an unpaid role.,Formal role with a party organisation
1647,,"Chairman, currently unpaid, of the advisory board of the Interparliamentary Forum on Emerging Technologies (formerly the Institute of Artificial Intelligence until 1 December 2022), a not for profit organisation working with legislators from across the world on the topic of regulation of artificial intelligence. The Institute of Artificial Intelligence was the trading name of the Office for the Regulation of Artificial Intelligence Limited (dissolved on 13 December 2022).",05/06/2019,17/12/2023,10/07/2024,Miscellaneous,Darren Jones,4621,01/05/2019,09/07/2024,,"Chairman, currently unpaid, of the advisory board of the Interparliamentary Forum on Emerging Technologies (formerly the Institute of Artificial Intelligence until 1 December 2022), a not for profit organisation working with legislators from across the world on the topic of regulation of artificial intelligence. The Institute of Artificial Intelligence was the trading name of the Office for the Regulation of Artificial Intelligence Limited (dissolved on 13 December 2022).",Unpaid role
