public_whip_id,member_name,category_name,earliest_declaration,latest_declaration,free_text,extracted_orgs,extracted_sum
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-02-10,"6 February 2019, received £600 for a column printed on 20 January 2019. Hours: 2.5 hrs. (Registered 08 February 2019)",,600
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-02-10,"Payments from the Sun, 1 London Bridge Street, London SE1 9GF:",Sun,
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-01-11,"11 January 2019, received £220 for a column published on 19 December 2018. Hours: 3 hrs. (Registered 11 January 2019)",,220
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-01-11,"25 January 2019, received £570 for two articles, published on 9 December 2018 and 13 January 2019. Hours: 6 hrs in total. (Registered 25 January 2019)",,570
uk.org.publicwhip/person/24814,Martin Vickers,Family members employed and paid from parliamentary expenses,2020-01-11,2022-09-05 (latest),"I employ my wife, Ann Vickers, as part-time Junior Secretary.",,
uk.org.publicwhip/person/24814,Martin Vickers,"Gifts, benefits and hospitality from UK sources",2022-01-04,2022-09-05 (latest),Name of donor: Elysium Construction Ltd,Elysium Construction Ltd,
uk.org.publicwhip/person/24814,Martin Vickers,(b) Any other support not included in Category 2(a),2022-07-11,2022-09-05 (latest),Name of donor: Humber Landlords Association,Humber Landlords Association,
uk.org.publicwhip/person/24814,Martin Vickers,Miscellaneous,2020-03-02,2021-02-15,"From September 2016 until February 2020, a member of the Greater Grimsby Project Board. This was an unpaid role. (Registered 26 February 2020)",the Greater Grimsby Project Board,
uk.org.publicwhip/person/24814,Martin Vickers,Visits outside the UK,2020-01-11,2020-07-20,Name of donor: Hitachi Rail Ltd,Hitachi Rail Ltd,
uk.org.publicwhip/person/24814,Martin Vickers,Visits outside the UK,2020-01-11,2020-06-22,Name of donor: Government of Jersey,,
uk.org.publicwhip/person/24814,Martin Vickers,(b) Any other support not included in Category 2(a),2020-01-11,2020-05-26,Name of donor: Estates UK,,
uk.org.publicwhip/person/24814,Martin Vickers,Employment and earnings,2020-01-11,2020-04-27,"28 March 2019, received £200 from ANMFS LTD (Mail Group), Northcliffe House, 2 Derry Street, Kensington, London W8 5TT, for an article published in the Mail on Sunday online, 3 March 2019. Hours: 2 hrs. (Registered 12 April 2019)",ANMFS LTD (Mail Group,200
uk.org.publicwhip/person/24813,Simon Hart,Family members employed and paid from parliamentary expenses,2020-01-11,2022-09-05 (latest),"I employ my wife, Abigail Kate Hart, as Office Manager. (Updated 06 April 2017)",,
uk.org.publicwhip/person/24813,Simon Hart,(b) Any other support not included in Category 2(a),2020-01-11,2022-09-05 (latest),Name of donor: 8hwe Ltd,,
uk.org.publicwhip/person/24813,Simon Hart,(b) Any other support not included in Category 2(a),2020-01-11,2022-02-14,Name of donor: Landsker Business Club,Landsker Business Club,
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2021-01-18,"5 December 2019, received £75 for July 2019 Survey. Hours: 15 mins. (Registered 09 January 2020)",,
uk.org.publicwhip/person/24813,Simon Hart,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: United & Cecil Club,United & Cecil Club,
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2021-01-18,"Payments from ComRes, Four Millbank, London SW1P 3JA, for completing parliamentary panel surveys:",ComRes,
uk.org.publicwhip/person/24813,Simon Hart,(b) Any other support not included in Category 2(a),2020-01-11,2020-12-21,Name of donor: Fraser Duffin,Fraser Duffin,
uk.org.publicwhip/person/24813,Simon Hart,(b) Any other support not included in Category 2(a),2020-01-11,2020-10-26,Name of donor: Michael O’Reilly,,
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2020-09-28,"17 May 2019, received £150 for February and March 2019 surveys. Hours: 30 mins in total. (Registered 09 September 2019)",,150
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2020-09-28,"28 January 2019, received £75 for November 2018 survey. Hours: 15 mins. (Registered 09 September 2019)",,75
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2020-09-28,"29 April 2019, received £75 for January 2019 survey. Hours: 15 mins. (Registered 09 September 2019)",,75
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2020-09-28,"9 September 2019, received £150 for May and June 2019 survey. Hours: 30 mins in total. (Registered 09 September 2019)",,150
uk.org.publicwhip/person/24813,Simon Hart,(b) Any other support not included in Category 2(a),2020-01-11,2020-09-28,Name of donor: Marc Pennick,,
uk.org.publicwhip/person/24813,Simon Hart,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-08-10,Name of donor: England and Wales Cricket Board,,
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2020-07-20,"From 1 November 2015 until 30 July 2019, High Net Worth Consultant for the Countryside Alliance of 1 Spring Mews, Tinworth St, London SE11 5AN. I received £7,500 every quarter in return for a commitment of approximately 8 hrs a week. (Registered 10 December 2015; updated 31 July 2019)",the Countryside Alliance,"7,500"
uk.org.publicwhip/person/24813,Simon Hart,Miscellaneous,2020-01-11,2020-07-20,"From 15 September 2015 until 30 July 2019, Chair (unpaid) of the Countryside Alliance, an organisation which promotes and protects rural life. (Registered 21 December 2017; updated 31 July 2019)",Chair; the Countryside Alliance,
uk.org.publicwhip/person/24813,Simon Hart,(b) Any other support not included in Category 2(a),2020-01-11,2020-04-27,Name of donor: Aquind Ltd,,
uk.org.publicwhip/person/24813,Simon Hart,(b) Any other support not included in Category 2(a),2020-01-11,2020-03-30,Name of donor: Alexander Temerko,,
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2020-01-11,"7 January 2019, received £200 for survey completed in November 2018. Hours: 1 hr. (Registered 07 January 2019)",,200
uk.org.publicwhip/person/24813,Simon Hart,Employment and earnings,2020-01-11,2020-01-11,"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for completing surveys:",,
uk.org.publicwhip/person/24809,Caroline Nokes,Miscellaneous,2020-01-11,2022-09-05 (latest),"From 17 December 2015, a trustee of World Horse Welfare. This position is not remunerated. (Registered 13 January 2016)",World Horse Welfare,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2022-04-19,2022-09-05 (latest),Name of donor: Entain Holdings (UK) Ltd,,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2022-03-14,2022-09-05 (latest),Name of donor: Getir UK Ltd,Getir UK Ltd,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2022-04-19,2022-09-05 (latest),Name of donor: Hestview Ltd,Hestview Ltd,
uk.org.publicwhip/person/24809,Caroline Nokes,Visits outside the UK,2021-12-13,2022-09-05 (latest),Name of donor: House of Representatives of the Republic of Cyprus,House of Representatives,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2022-08-08,2022-09-05 (latest),Name of donor: PRS for Music,,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2022-01-17,2022-09-05 (latest),Name of donor: Ruth Spradbery of RecycledBy,RecycledBy,
uk.org.publicwhip/person/24809,Caroline Nokes,(b) Any other support not included in Category 2(a),2021-06-01,2022-09-05 (latest),"Name of donor: The Refugee, Asylum and Migration Policy Project (RAMP)",Asylum,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2021-07-26,2022-07-11,Name of donor: Lawn Tennis Association,Lawn Tennis Association,
uk.org.publicwhip/person/24809,Caroline Nokes,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-06-01,2022-04-19,Name of donor: Darren Ridge,,
uk.org.publicwhip/person/24809,Caroline Nokes,Gifts and benefits from sources outside the UK,2020-04-14,2021-03-15,Name of donor: GVC Holdings PLC,GVC Holdings PLC,
uk.org.publicwhip/person/24809,Caroline Nokes,Miscellaneous,2020-03-02,2021-02-15,"From 14 October 2019 until 25 February 2020, trustee of Care after Combat, a charity which works for the well-being of armed forces veterans and their families. (Registered 18 October 2019; updated 26 February 2020)",Care after Combat,
uk.org.publicwhip/person/24809,Caroline Nokes,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: D and K Contracting,,
uk.org.publicwhip/person/24809,Caroline Nokes,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Stratland Estates Ltd,Stratland Estates Ltd,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-07-20,Name of donor: Ageas Bowl,,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-07-20,Name of donor: Guards Polo Club,,
uk.org.publicwhip/person/24809,Caroline Nokes,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-04-27,Name of donor: Jason Hood,,
uk.org.publicwhip/person/24809,Caroline Nokes,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-03-30,Name of donor: Premier League,,
uk.org.publicwhip/person/24809,Caroline Nokes,Miscellaneous,2020-01-11,2020-02-10,"From 14 October 2019, trustee of Care after Combat, a charity which works for the well-being of armed forces veterans and their families. (Registered 18 October 2019)",trustee of Care after Combat,
uk.org.publicwhip/person/24807,Chi Onwurah,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"17 August 2022, payment of £225 for a survey on 7 July 2022. Hours: 1 hr 30 mins. Fee to be paid direct to my Constituency Labour Party. (Registered 17 August 2022)",,225
uk.org.publicwhip/person/24807,Chi Onwurah,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"2 August 2022, payment of £150 from Britain Thinks, Metherell Gard, Morval, Looe PL13 1PN, for City UK interview on 14 June 2022. Hours: 30 mins. Fee paid direct to local charity. (Registered 17 August 2022)",,150
uk.org.publicwhip/person/24807,Chi Onwurah,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"4 August 2022, payment of £200 from Newcastle University School of Pharmacy, Population Health Sciences Institute, Faculty of Medical Sciences, Newcastle University, King George VI Building, Newcastle upon Tyne NE1 7RU, for a speech on 13 July 2022. Hours: 30 mins. Fee paid direct to local charity. (Registered 17 August 2022)","Newcastle University School of Pharmacy, Population Health Sciences Institute; Faculty of Medical Sciences; Newcastle University",200
uk.org.publicwhip/person/24807,Chi Onwurah,Miscellaneous,2020-01-11,2022-09-05 (latest),Chartered engineer (non-practising).,,
uk.org.publicwhip/person/24807,Chi Onwurah,Miscellaneous,2020-01-11,2022-09-05 (latest),"From 15 December 2015, Honorary Vice President of ACTSA (Action for South Africa). (Registered 17 December 2015)",ACTSA (Action for South Africa,
uk.org.publicwhip/person/24807,Chi Onwurah,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2021-11-15,2022-09-05 (latest),"From 2 September 2016, a house in Northumberland: (i). (Registered 02 November 2016)",,
uk.org.publicwhip/person/24807,Chi Onwurah,Miscellaneous,2020-11-23,2022-09-05 (latest),"From 4 August 2020, Member of the Board of the Hamilton Commission, a standalone piece of research in partnership with the Royal Academy of Engineering, that will work to improve the representation of black people in UK motorsport. (Registered 23 November 2020)",the Board of the Hamilton Commission; the Royal Academy of Engineering,
uk.org.publicwhip/person/24807,Chi Onwurah,Miscellaneous,2020-01-11,2022-09-05 (latest),"From 6 July 2016, Director of the Foundation for Science & Technology. (Registered 12 August 2016)",the Foundation for Science & Technology,
uk.org.publicwhip/person/24807,Chi Onwurah,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2022-09-05 (latest),"Holiday apartment in Portugal, which became registrable from 2 September 2016: (i). (Registered 07 November 2016)",,
uk.org.publicwhip/person/24807,Chi Onwurah,Gifts and benefits from sources outside the UK,2022-01-04,2022-09-05 (latest),Name of donor: Association of Marshall Scholars,Association of Marshall Scholars,
uk.org.publicwhip/person/24807,Chi Onwurah,"Gifts, benefits and hospitality from UK sources",2022-08-08,2022-09-05 (latest),Name of donor: Sky Ltd,Sky Ltd,
uk.org.publicwhip/person/24807,Chi Onwurah,Employment and earnings,2020-04-27,2022-09-05 (latest),"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for surveys:",,
uk.org.publicwhip/person/24807,Chi Onwurah,Employment and earnings,2021-09-06,2022-08-08,"Payment of £120 expected from YouGov, 50 Featherstone St, London EC1Y 8RT, for a survey on 22 July 2021. Hours: 30 mins. Fee to be paid direct to charity. (Registered 24 August 2021)",YouGov; Featherstone St,120
uk.org.publicwhip/person/24807,Chi Onwurah,Employment and earnings,2021-09-06,2022-08-08,"Payment of £150 expected from CM Monitor (BritainThinks) Ltd (trading as Britain Thinks for The City UK), Metherell Gard, Morval, Looe PL13 1PN, for a research interview on 10 August 2021. Hours 30 mins. Fee to be paid direct to charity. (Registered 24 August 2021)","CM Monitor; Metherell Gard, Morval",150
