public_whip_id,member_name,registry_date,category_type,category_name,free_text,extracted_orgs,extracted_money
uk.org.publicwhip/person/25597,Dr Caroline Johnson,2022-05-16,8,Miscellaneous,"From August 2019, Vice Chairman of the Conservative Party. (Registered 11 January 2020; updated 16 November 2021)",the Conservative Party,
uk.org.publicwhip/person/25597,Dr Caroline Johnson,2022-05-16,8,Miscellaneous,"Since January 2021, I have been an unpaid Covid-19 vaccinator for the NHS. (Registered 16 November 2021)",NHS,
uk.org.publicwhip/person/11647,Diana R. Johnson,2022-05-16,1,Employment and earnings,"26 August 2021, received £375 from the University of Hull, Cottingham Road, Hull HU6 7RX, for speaking at a Centre for British Politics Research online event in July 2021. Hours: 90 mins. (Registered 09 September 2021)",the University of Hull,375
uk.org.publicwhip/person/11647,Diana R. Johnson,2022-05-16,1,Employment and earnings,"7 February 2022, received £225 from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for completing a survey in November 2021. Hours: 90 mins. Fee, net of tax, donated to charity. (Registered 08 February 2022)",,225
uk.org.publicwhip/person/11647,Diana R. Johnson,2022-05-16,8,Miscellaneous,"From 11 March 2019, a Commissioner on the Commonwealth War Graves Commission (CWGC). This is a non-salaried position. (Registered 25 March 2019)",the Commonwealth War Graves Commission,
uk.org.publicwhip/person/11647,Diana R. Johnson,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my partner, Kevin Morton, as Research and Communications Manager.",Research and Communications,
uk.org.publicwhip/person/24803,Gareth Johnson,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my wife, Wendy Johnson, as Parliamentary Assistant. (Updated 07 July 2017)",,
uk.org.publicwhip/person/25803,Kim Johnson,2022-05-16,8,Miscellaneous,"I am currently the chair of SQUASH, Liverpool, a Community Interest Company based in the Liverpool Riverside constituency (a creative food enterprise to empower and enable social change). (Registered 06 January 2020)",SQUASH; Liverpool; Community Interest Company; the Liverpool Riverside,
uk.org.publicwhip/person/25803,Kim Johnson,2022-05-16,8,Miscellaneous,"From 25 June 2021, Voluntary Board Member of Liverpool Institute of Performing Arts (LIPA). This is an unpaid role. (Registered 16 July 2021)",Voluntary Board; Liverpool Institute of Performing Arts,
uk.org.publicwhip/person/25803,Kim Johnson,2022-05-16,8,Miscellaneous,"From 11 April 2022, Member of the Liverpool City Region Freeport Board. This is an unpaid role. (Registered 22 April 2022)",,
uk.org.publicwhip/person/25803,Kim Johnson,2022-05-16,8,Miscellaneous,"From 8 April 2022, Trustee of the Royal Court Theatre, Liverpool. This is an unpaid role. (Registered 26 April 2022)",Trustee; the Royal Court Theatre,
uk.org.publicwhip/person/25924,David Johnston,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: John Nash,,
uk.org.publicwhip/person/25637,Darren Jones,2022-05-16,1,Employment and earnings,"2 March 2022, received £200 from the BBC, Broadcasting House, Portland Place, London W1A 1AA, for appearing on Any Questions. Hours: 1 hr. (Registered 02 March 2022)",BBC; Broadcasting House; Portland Place,200
uk.org.publicwhip/person/25637,Darren Jones,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Plexal (City) Limited,,
uk.org.publicwhip/person/25637,Darren Jones,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Office of Darren Jones Ltd. (Registered 05 July 2017; updated 04 March 2022),Office of Darren Jones Ltd.,
uk.org.publicwhip/person/25637,Darren Jones,2022-05-16,8,Miscellaneous,"Director, currently unpaid, of the Office of Darren Jones Ltd. (Registered 19 October 2017)",the Office of Darren Jones Ltd.,
uk.org.publicwhip/person/25637,Darren Jones,2022-05-16,8,Miscellaneous,"I am the director of the Henacre Charitable Fund (the ""Henacre Trust"") launched on 8 March 2019. This is a named trust owned and operated by the Quartet Community Foundation on my behalf. The Henacre Trust will make charitable grants to young people from Bristol North West. (Registered 11 March 2019)","the Henacre Charitable Fund; the ""Henacre Trust; the Quartet Community Foundation; The Henacre Trust; Bristol North West",
uk.org.publicwhip/person/25637,Darren Jones,2022-05-16,8,Miscellaneous,"From 1 May 2019, Chairman, currently unpaid, of the advisory board of the Institute of Artificial Intelligence (a not for profit organisation working with legislators from across the world on the topic of regulation of artificial intelligence). The Institute of Artificial Intelligence is the ""trading name"" of the Office for the Regulation of Artificial Intelligence Limited. (Registered 05 June 2019)",the Institute of Artificial Intelligence; The Institute of Artificial Intelligence; the Office for the Regulation of Artificial Intelligence Limited,
uk.org.publicwhip/person/11506,David Jones,2022-05-16,1,Employment and earnings,"Payments from Associated Newspapers Ltd of Northcliffe House, 2 Derry Street, London W8 5TT:",Associated Newspapers Ltd; Northcliffe House,
uk.org.publicwhip/person/11506,David Jones,2022-05-16,1,Employment and earnings,"26 October 2021, received £200 for an article written for the Mail on Sunday but not published. Hours: 2.5 hrs. (Registered 27 October 2021)",,200
uk.org.publicwhip/person/11506,David Jones,2022-05-16,1,Employment and earnings,"2 November 2021, received £1,000 for an article written for the Mail on Sunday. Hours: 3.5 hrs. (Registered 03 November 2021)",,"1,000"
uk.org.publicwhip/person/11506,David Jones,2022-05-16,1,Employment and earnings,"30 March 2022, received £1,000 for an article written for the Mail on Sunday. Hours: 3 hrs. (Registered 30 March 2022)",,"1,000"
uk.org.publicwhip/person/11506,David Jones,2022-05-16,1,Employment and earnings,"28 January 2022, received £400 from Reach Shared Services Limited, of 3rd Floor, St Paul’s Square, Liverpool, for an article written for the Sunday Express. Hours: 2 hrs. (Registered 28 January 2022)",Reach Shared Services Limited; 3rd Floor; the Sunday Express,400
uk.org.publicwhip/person/11506,David Jones,2022-05-16,4,Visits outside the UK,Name of donor: UAE Ministry of Foreign Affairs and International Cooperation,UAE Ministry of Foreign Affairs and International Cooperation,
uk.org.publicwhip/person/11506,David Jones,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Leasehold office premises in Llandudno, Conwy: (i).",Conwy,
uk.org.publicwhip/person/11506,David Jones,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",Tenanted freehold retail premises in Wrexham County Borough (jointly owned). No registrable rent received: (i).,,
uk.org.publicwhip/person/11506,David Jones,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,David Jones (Solicitors) Ltd,,
uk.org.publicwhip/person/11506,David Jones,2022-05-16,8,Miscellaneous,"From 8 July 2017, Director (unremunerated) of the Council for the Advancement of Arab-British Understanding. (Registered 10 October 2017)",the Council for the Advancement of Arab-British Understanding,
uk.org.publicwhip/person/11506,David Jones,2022-05-16,8,Miscellaneous,"From 20 April 2022, Chairman of the Emirates Society, a friendship group dedicated to strengthening the UK - UAE relationship. This is an unpaid role. (Registered 22 April 2022)",the Emirates Society,
uk.org.publicwhip/person/25881,Fay Jones,2022-05-16,4,Visits outside the UK,Name of donor: Conservative Friends of Israel Ltd (CFI Ltd),CFI Ltd,
uk.org.publicwhip/person/25289,Gerald Jones,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my partner, Tyrone Powell, as Senior Parliamentary Assistant. (Registered 04 June 2015)",,
uk.org.publicwhip/person/11003,Kevan Jones,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From March 2019, a share in a residential property in Nottinghamshire: (i). (Registered 09 April 2021)",,
uk.org.publicwhip/person/11003,Kevan Jones,2022-05-16,8,Miscellaneous,"I am an unremunerated director of NE First Credit Union (previously the Prince Bishop Community Bank), a non-profit making credit union. I spend about an hour per month attending Board meetings. (Registered 05 October 2012; updated 19 July 2018)",NE First Credit Union; the Prince Bishop Community Bank; Board,
uk.org.publicwhip/person/11003,Kevan Jones,2022-05-16,8,Miscellaneous,"From April 2018, Trustee (unpaid) of the Commonwealth War Graves Foundation, a charitable foundation that highlights the work of the Commonwealth War Graves Commission. (Registered 26 July 2018; updated 10 January 2020)",Trustee,
uk.org.publicwhip/person/11003,Kevan Jones,2022-05-16,8,Miscellaneous,"From 11 February 2020, an Hon. Vice President of the Society of Maritime Industries, a non-profit company. This is an unremunerated post. (Registered 13 February 2020)",Hon; the Society of Maritime Industries,
uk.org.publicwhip/person/11003,Kevan Jones,2022-05-16,8,Miscellaneous,"From the 20 April 2022, a Trustee of the Board of the Pelton Community Centre (a charitable organisation). This is an unremunerated role. (Registered 27 April 2022)",Trustee of the Board of the Pelton Community Centre,
uk.org.publicwhip/person/24745,Marcus Jones,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: JCB Excavators,JCB Excavators,
uk.org.publicwhip/person/24745,Marcus Jones,2022-05-16,8,Miscellaneous,"From 15 January 2020, Member of the Nuneaton Town Deal Board. This is an unpaid role. (Registered 28 October 2021)",the Nuneaton Town Deal Board,
uk.org.publicwhip/person/25673,Sarah Jones,2022-05-16,10,Family members engaged in lobbying the public sector on behalf of a third party or client,"My son, Joseph Jones, is a Manager at Flint Global, advising clients on policy and political issues across a range of sectors. (Registered 28 April 2021)",,
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,1,Employment and earnings,"From 1 February 2018 until further notice, consultant providing general advice to The Electrum Group LLC, a mining group based in the USA. Address: 535 Madison Avenue Floor 12, New York NY 10022. From 1 July 2021 I earn £3,000 gross per month for an expected monthly commitment of 15 hours. (Registered 28 February 2018; updated 02 July 2021 and 08 November 2021)",The Electrum Group; Madison Avenue,"3,000"
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Midlands Industrial Council,Midlands Industrial Council,
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Maurizio Bragagni,,
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: W Legal Limited,W Legal Limited,
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,3,"Gifts, benefits and hospitality from UK sources","Name of donor: Dr Anton van Dellen, Barrister",,
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,3,"Gifts, benefits and hospitality from UK sources","Name of donor: Dr Anton van Dellen, Barrister",,
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,4,Visits outside the UK,Name of donor: Honorary Consulate for the Republic of San Marino,,
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,4,Visits outside the UK,Name of donor: Elysium Construction Ltd,Elysium Construction Ltd,
uk.org.publicwhip/person/11817,Daniel Kawczynski,2022-05-16,5,Gifts and benefits from sources outside the UK,"Name of donor: Damian Falkowski, Barrister",,
uk.org.publicwhip/person/25906,Alicia Kearns,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: British Phonographic Industry,British Phonographic Industry,
uk.org.publicwhip/person/25906,Alicia Kearns,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Brunswick Group LLP,Brunswick Group,
uk.org.publicwhip/person/25906,Alicia Kearns,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Brunswick Group LLP,Brunswick Group,
uk.org.publicwhip/person/25906,Alicia Kearns,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Attitude Magazine Foundation (a subsidiary of Stream Publishing Ltd),Attitude Magazine Foundation; Stream Publishing Ltd,
uk.org.publicwhip/person/25906,Alicia Kearns,2022-05-16,3,"Gifts, benefits and hospitality from UK sources","Name of donor: The Great Britain China Centre (executive non-departmental body of the FCDO, but also sponsored by HSBC, Prudential, abrdn and Arup)",The Great Britain China Centre; FCDO; HSBC; Prudential,
uk.org.publicwhip/person/25906,Alicia Kearns,2022-05-16,4,Visits outside the UK,Name of donor: Kingdom of Bahrain Ministry of Foreign Affairs,Kingdom of Bahrain Ministry of Foreign Affairs,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Anthony Bolton,,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Goodwood Racecourse Ltd,,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Chichester Yacht Club,Chichester Yacht Club,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Chichester Yacht Club,Chichester Yacht Club,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Sky UK Ltd,Sky UK Ltd,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Family holiday home in Haut Savoie, France, jointly owned with my husband: (i). (Registered 28 June 2017)",,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Flat in London, jointly owned with my husband: (i) and (ii). (Registered 28 June 2017)",,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Until 21 December 2021, flat in Madrid, Spain, jointly owned with my husband: (i) and (ii). (Registered 28 June 2017; updated 28 January 2022)",,
uk.org.publicwhip/person/25670,Gillian Keegan,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","House in Nueva Andalucia, Spain, jointly owned with my husband: (i). (Registered 28 June 2017)",House,
